"entry_id","contest_id","contest_name","C","C","W","W","W","W","D","D","G","","Instructions"
"1863636897","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1863637848","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1863637853","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1863637857","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","4) You can not use this form to create new entries"
"1863637858","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193",""
"1863637862","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","40144-54575:Esa Lindell","40144-54575","D","Esa","Esa Lindell","Lindell","6.981249809265137","16","3800","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-58878:Oskar Sundqvist","40144-58878","C","Oskar","Oskar Sundqvist","Sundqvist","5.493333435058593","15","3800","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-42862:Olli Maatta","40144-42862","D","Olli","Olli Maatta","Maatta","5.292307927058293","13","3800","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-42908:Brad Hunt","40144-42908","D","Brad","Brad Hunt","Hunt","9.700000217982701","14","3800","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-8138:Bobby Ryan","40144-8138","W","Bobby","Bobby Ryan","Ryan","5.890909368341619","11","3800","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-42994:Nikita Zadorov","40144-42994","D","Nikita","Nikita Zadorov","Zadorov","6.830769465519832","13","3800","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-8186:Zdeno Chara","40144-8186","D","Zdeno","Zdeno Chara","Chara","9.37142835344587","14","3800","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-12291:Christopher Tanev","40144-12291","D","Christopher","Christopher Tanev","Tanev","8.771428789411273","14","3700","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-8226:Jay Bouwmeester","40144-8226","D","Jay","Jay Bouwmeester","Bouwmeester","5.386666870117187","15","3700","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-82029:Sean Walker","40144-82029","D","Sean","Sean Walker","Walker","9.885713849748884","14","3700","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-43152:Damon Severson","40144-43152","D","Damon","Damon Severson","Severson","5.466666539510091","12","3700","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-82075:Will Butcher","40144-82075","D","Will","Will Butcher","Butcher","7.119999694824219","10","3700","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-73949:Joel Eriksson Ek","40144-73949","C","Joel","Joel Eriksson Ek","Eriksson Ek","7.490909229625355","11","3700","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-8475:Travis Zajac","40144-8475","C","Travis","Travis Zajac","Zajac","5","12","3700","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-8490:Andy Greene","40144-8490","D","Andy","Andy Greene","Greene","9.199999809265137","8","3700","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-8531:Michael Del Zotto","40144-8531","D","Michael","Michael Del Zotto","Del Zotto","5.400000254313151","12","3700","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-84407:Alexandre Texier","40144-84407","W","Alexandre","Alexandre Texier","Texier","5.427272796630859","11","3700","VGK@CBJ","CBJ","VGK","IR","Knee","","",""
"","","","","","","","","","","","","","40144-23054:Leo Komarov","40144-23054","W","Leo","Leo Komarov","Komarov","5.314285823277065","7","3700","OTT@NYI","NYI","OTT","IR","Illness","","",""
"","","","","","","","","","","","","","40144-64101:Noah Hanifin","40144-64101","D","Noah","Noah Hanifin","Hanifin","7.529411764705882","17","3700","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-62195:Brett Pesce","40144-62195","D","Brett","Brett Pesce","Pesce","8.685714176722936","14","3700","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-23438:Jonas Brodin","40144-23438","D","Jonas","Jonas Brodin","Brodin","6.514285496303013","14","3700","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-9270:Jason Demers","40144-9270","D","Jason","Jason Demers","Demers","5.628571646554129","14","3700","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-66756:Andrew Mangiapane","40144-66756","W","Andrew","Andrew Mangiapane","Mangiapane","6.773333231608073","15","3700","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-70914:Jakob Chychrun","40144-70914","D","Jakob","Jakob Chychrun","Chychrun","8.642857142857142","14","3700","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-13742:Ben Chiarot","40144-13742","D","Ben","Ben Chiarot","Chiarot","6.571428571428571","14","3700","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-21936:Dylan DeMelo","40144-21936","D","Dylan","Dylan DeMelo","DeMelo","5.169230534480168","13","3700","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-62927:Derek Ryan","40144-62927","C","Derek","Derek Ryan","Ryan","7.276470408720129","17","3700","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-59117:Nick Ritchie","40144-59117","W","Nick","Nick Ritchie","Ritchie","8.642857142857142","14","3700","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-59208:Kevin Fiala","40144-59208","W","Kevin","Kevin Fiala","Fiala","5.600000169542101","9","3700","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-42922:Dominik Kubalik","40144-42922","W","Dominik","Dominik Kubalik","Kubalik","9.653846153846153","13","3700","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-8267:Brent Seabrook","40144-8267","D","Brent","Brent Seabrook","Seabrook","6.663636641068892","11","3600","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-82006:Nick Suzuki","40144-82006","C","Nick","Nick Suzuki","Suzuki","6.9500002179827005","14","3600","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-82045:Martin Necas","40144-82045","W","Martin","Martin Necas","Necas","7.978571210588727","14","3600","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-43140:Barclay Goodrow","40144-43140","W","Barclay","Barclay Goodrow","Goodrow","7.066666666666666","15","3600","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-39261:Scott Mayfield","40144-39261","D","Scott","Scott Mayfield","Mayfield","7.1999998826247","13","3600","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-8641:Alexander Steen","40144-8641","W","Alexander","Alexander Steen","Steen","6.4","15","3600","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-8647:Erik Johnson","40144-8647","D","Erik","Erik Johnson","Johnson","6.914285932268415","14","3600","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-80369:Jesper Bratt","40144-80369","W","Jesper","Jesper Bratt","Bratt","6.763636502352628","11","3600","NJ@WPG","NJ","WPG","O","Upper body","","",""
"","","","","","","","","","","","","","40144-12793:Brayden McNabb","40144-12793","D","Brayden","Brayden McNabb","McNabb","5.83999989827474","15","3600","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-70169:Troy Stecher","40144-70169","D","Troy","Troy Stecher","Stecher","5.2000002179827005","14","3600","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-10842:Nick Holden","40144-10842","D","Nick","Nick Holden","Holden","7.2866668701171875","15","3600","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-53866:Adam Pelech","40144-53866","D","Adam","Adam Pelech","Pelech","8","13","3600","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-8838:Johnny Boychuk","40144-8838","D","Johnny","Johnny Boychuk","Boychuk","11.041666666666666","12","3600","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-8878:Dmitry Kulikov","40144-8878","D","Dmitry","Dmitry Kulikov","Kulikov","6.228571210588727","14","3600","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-70375:Nikita Zaitsev","40144-70375","D","Nikita","Nikita Zaitsev","Zaitsev","8.492307809682993","13","3600","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-103203:Joel Farabee","40144-103203","W","Joel","Joel Farabee","Farabee","7.2000002179827005","7","3600","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-9040:Calvin de Haan","40144-9040","D","Calvin","Calvin de Haan","de Haan","5.672727411443537","11","3600","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-54194:Josh Manson","40144-54194","D","Josh","Josh Manson","Manson","6.254545731977983","11","3600","MIN@ANH","ANH","MIN","IR","Knee","","",""
"","","","","","","","","","","","","","40144-15293:Jamie Oleksiak","40144-15293","D","Jamie","Jamie Oleksiak","Oleksiak","4.900000095367432","16","3600","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-15340:Joel Edmundson","40144-15340","D","Joel","Joel Edmundson","Edmundson","4.685714176722935","14","3600","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-15380:Jordie Benn","40144-15380","D","Jordie","Jordie Benn","Benn","4.685714176722935","14","3600","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-9275:Kyle Clifford","40144-9275","W","Kyle","Kyle Clifford","Clifford","6.628571646554129","14","3600","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-66688:Rasmus Andersson","40144-66688","D","Rasmus","Rasmus Andersson","Andersson","6.400000179515166","17","3600","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-11410:Justin Braun","40144-11410","D","Justin","Justin Braun","Braun","6.153846153846154","13","3600","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-54457:Jordan Oesterle","40144-54457","D","Jordan","Jordan Oesterle","Oesterle","8.462499618530273","8","3600","ARI@CGY","ARI","CGY","DTD","Head","","",""
"","","","","","","","","","","","","","40144-66791:Carter Rowney","40144-66791","W","Carter","Carter Rowney","Rowney","5.925000190734863","16","3600","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-23928:Radek Faksa","40144-23928","C","Radek","Radek Faksa","Faksa","5.699999809265137","16","3600","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-21935:Connor Murphy","40144-21935","D","Connor","Connor Murphy","Murphy","4.799999872843425","6","3600","CHI@SJ","CHI","SJ","IR","Groin","","",""
"","","","","","","","","","","","","","40144-54951:Pierre-Edouard Bellemare","40144-54951","C","Pierre-Edouard","Pierre-Edouard Bellemare","Bellemare","7.628571646554129","14","3600","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-59142:Michael Amadio","40144-59142","C","Michael","Michael Amadio","Amadio","9.575000127156576","12","3600","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-59235:Tomas Nosek","40144-59235","W","Tomas","Tomas Nosek","Nosek","7.226666768391927","15","3600","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-59269:Robert Hagg","40144-59269","D","Robert","Robert Hagg","Hagg","5.6","10","3600","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-79860:Victor Mete","40144-79860","D","Victor","Victor Mete","Mete","6.4571429661342075","14","3600","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-12280:Magnus Paajarvi","40144-12280","W","Magnus","Magnus Paajarvi","Paajarvi","6.220000076293945","80","3600","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-104452:Jack Ramsey","40144-104452","D","Jack","Jack Ramsey","Ramsey","0","0","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-43014:William Carrier","40144-43014","W","William","William Carrier","Carrier","4.906666564941406","15","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-79881:Tucker Poolman","40144-79881","D","Tucker","Tucker Poolman","Poolman","4.171428680419922","14","3500","NJ@WPG","WPG","NJ","O","Upper body","","",""
"","","","","","","","","","","","","","40144-12299:David Savard","40144-12299","D","David","David Savard","Savard","4.685714176722935","14","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-38933:Slater Koekkoek","40144-38933","D","Slater","Slater Koekkoek","Koekkoek","5.485714503696987","7","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-79924:Carson Soucy","40144-79924","D","Carson","Carson Soucy","Soucy","3.3454544760964136","11","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-81983:Robert Thomas","40144-81983","W","Robert","Robert Thomas","Thomas","5.279999923706055","10","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-8264:Dustin Byfuglien","40144-8264","D","Dustin","Dustin Byfuglien","Byfuglien","12.799999418712797","42","3500","NJ@WPG","WPG","NJ","O","Suspension","","",""
"","","","","","","","","","","","","","40144-8270:Niklas Hjalmarsson","40144-8270","D","Niklas","Niklas Hjalmarsson","Hjalmarsson","6.199999809265137","4","3500","ARI@CGY","ARI","CGY","IR","Lower leg","","",""
"","","","","","","","","","","","","","40144-82005:Nicolas Hague","40144-82005","D","Nicolas","Nicolas Hague","Hague","4.662499904632568","8","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-43122:Ryan Graves","40144-43122","D","Ryan","Ryan Graves","Graves","6.461538461538462","13","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-43123:Trevor Carrick","40144-43123","D","Trevor","Trevor Carrick","Carrick","0.5333333412806193","3","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-84116:Erik Brannstrom","40144-84116","D","Erik","Erik Brannstrom","Brannstrom","3.6923076923076925","13","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-80028:David Kampf","40144-80028","C","David","David Kampf","Kampf","7.507692190317007","13","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-82076:Jacob MacDonald","40144-82076","D","Jacob","Jacob MacDonald","MacDonald","7.599999904632568","2","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-12447:Erik Gudbranson","40144-12447","D","Erik","Erik Gudbranson","Gudbranson","3.933333396911621","12","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-43167:Mirco Mueller","40144-43167","D","Mirco","Mirco Mueller","Mueller","2.971428462437221","7","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-61602:Ashton Sautner","40144-61602","D","Ashton","Ashton Sautner","Sautner","1.600000023841858","1","3500","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-80036:Oscar Fantenberg","40144-80036","D","Oscar","Oscar Fantenberg","Fantenberg","4.432786785188268","61","3500","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-116900:Thomas Harley","40144-116900","D","Thomas","Thomas Harley","Harley","0","0","3500","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-82112:Juuso Valimaki","40144-82112","D","Juuso","Juuso Valimaki","Valimaki","5.900000254313151","24","3500","ARI@CGY","CGY","ARI","O","Knee","","",""
"","","","","","","","","","","","","","40144-8391:Dennis Seidenberg","40144-8391","D","Dennis","Dennis Seidenberg","Seidenberg","0","0","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-43207:Jake Dotchin","40144-43207","D","Jake","Jake Dotchin","Dotchin","2.339999961853027","20","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-8411:Thomas Hickey","40144-8411","D","Thomas","Thomas Hickey","Hickey","5.570000076293946","40","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-104674:Jesper Sellgren","40144-104674","D","Jesper","Jesper Sellgren","Sellgren","0","0","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-82154:Sebastian Aho","40144-82154","D","Sebastian","Sebastian Aho","Aho","0","0","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-82156:Max Comtois","40144-82156","W","Max","Max Comtois","Comtois","6.300000277432528","11","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-82177:Connor Clifton","40144-82177","D","Connor","Connor Clifton","Clifton","2.7999998728434243","12","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-117000:Rob Michel","40144-117000","D","Rob","Rob Michel","Michel","0","0","3500","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-82189:Conor Timmins","40144-82189","D","Conor","Conor Timmins","Timmins","0.800000011920929","2","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-117017:Jack Sadek","40144-117017","D","Jack","Jack Sadek","Sadek","0","0","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-117016:Nicholas Boka","40144-117016","D","Nicholas","Nicholas Boka","Boka","0","0","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-117020:Alex Breton","40144-117020","D","Alex","Alex Breton","Breton","0","0","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-12601:Dalton Prout","40144-12601","D","Dalton","Dalton Prout","Prout","3.200000047683716","1","3500","CHI@SJ","SJ","CHI","IR","Upper body","","",""
"","","","","","","","","","","","","","40144-117050:Kaedan Korczak","40144-117050","D","Kaedan","Kaedan Korczak","Korczak","0","0","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-117054:Cooper Zech","40144-117054","D","Cooper","Cooper Zech","Zech","0","0","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-117057:Rob Hamilton","40144-117057","D","Rob","Rob Hamilton","Hamilton","0","0","3500","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-117064:Derek Sheppard","40144-117064","D","Derek","Derek Sheppard","Sheppard","0","0","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-117066:Sasha Larocque","40144-117066","D","Sasha","Sasha Larocque","Larocque","0","0","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-117069:Peter Tischke","40144-117069","D","Peter","Peter Tischke","Tischke","0","0","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-117080:Anton Karlsson","40144-117080","D","Anton","Anton Karlsson","Karlsson","0","0","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-74079:Josh Mahura","40144-74079","D","Josh","Josh Mahura","Mahura","11.733333587646484","3","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-39264:Derek Forbort","40144-39264","D","Derek","Derek Forbort","Forbort","5.708641899956597","81","3500","LA@TOR","LA","TOR","O","Back","","",""
"","","","","","","","","","","","","","40144-117095:Max Gottlieb","40144-117095","D","Max","Max Gottlieb","Gottlieb","0","0","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-117111:Maxence Guenette","40144-117111","D","Maxence","Maxence Guenette","Guenette","0","0","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-22905:Fredrik Claesson","40144-22905","D","Fredrik","Fredrik Claesson","Claesson","4.897297214817357","37","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-74109:Keaton Middleton","40144-74109","D","Keaton","Keaton Middleton","Middleton","0","0","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-74132:Maxime Lajoie","40144-74132","D","Maxime","Maxime Lajoie","Lajoie","7.314285823277065","56","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-61860:Ben Hutton","40144-61860","D","Ben","Ben Hutton","Hutton","7.371428353445871","14","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-84404:Ilya Lyubushkin","40144-84404","D","Ilya","Ilya Lyubushkin","Lyubushkin","3.7333332697550454","6","3500","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-117184:Zack Hayes","40144-117184","D","Zack","Zack Hayes","Hayes","0","0","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-117187:Steven Ruggiero","40144-117187","D","Steven","Steven Ruggiero","Ruggiero","0","0","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-117186:Conor Riley","40144-117186","D","Conor","Conor Riley","Riley","0","0","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-117193:Justin Murray","40144-117193","D","Justin","Justin Murray","Murray","0","0","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-117192:Samuel Bolduc","40144-117192","D","Samuel","Samuel Bolduc","Bolduc","0","0","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-8650:Roman Polak","40144-8650","D","Roman","Roman Polak","Polak","3.200000047683716","1","3500","COL@DAL","DAL","COL","IR","Upper body","","",""
"","","","","","","","","","","","","","40144-70118:Miles Wood","40144-70118","W","Miles","Miles Wood","Wood","6.400000254313151","12","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-80379:Sami Niku","40144-80379","D","Sami","Sami Niku","Niku","6.400000095367432","1","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-80398:Calle Rosen","40144-80398","D","Calle","Calle Rosen","Rosen","5.800000190734863","4","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-23060:Tim Heed","40144-23060","D","Tim","Tim Heed","Heed","2.1818181818181817","11","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-8731:Karl Alzner","40144-8731","D","Karl","Karl Alzner","Alzner","4.088888804117839","9","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-70170:Carl Dahlstrom","40144-70170","D","Carl","Carl Dahlstrom","Dahlstrom","2.5600000381469727","10","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-23069:Adam Clendening","40144-23069","D","Adam","Adam Clendening","Clendening","2.4000000953674316","4","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-96800:Urho Vaakanainen","40144-96800","D","Urho","Urho Vaakanainen","Vaakanainen","1.600000023841858","2","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-8764:Carl Gunnarsson","40144-8764","D","Carl","Carl Gunnarsson","Gunnarsson","6.900000095367432","8","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-80444:Radim Simek","40144-80444","D","Radim","Radim Simek","Simek","4.780487804878049","41","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-70225:Gabriel Carlsson","40144-70225","D","Gabriel","Gabriel Carlsson","Carlsson","1.600000023841858","1","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-80480:Christian Jaros","40144-80480","D","Christian","Christian Jaros","Jaros","5.249180527984119","61","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-41591:Jon Merrill","40144-41591","D","Jon","Jon Merrill","Merrill","4.8","15","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-113273:Tobias Bjornfot","40144-113273","D","Tobias","Tobias Bjornfot","Bjornfot","0","3","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-8827:Andrew MacDonald","40144-8827","D","Andrew","Andrew MacDonald","MacDonald","6.2468086405003325","47","3500","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-8829:Nate Thompson","40144-8829","C","Nate","Nate Thompson","Thompson","6.771428789411273","14","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-113288:Ville Heinola","40144-113288","D","Ville","Ville Heinola","Heinola","8.5625","8","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-8847:Robert Bortuzzo","40144-8847","D","Robert","Robert Bortuzzo","Bortuzzo","2.5142857687813893","7","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-8850:Deryk Engelland","40144-8850","D","Deryk","Deryk Engelland","Engelland","6.746666463216146","15","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-8860:John Moore","40144-8860","D","John","John Moore","Moore","6.529507996606045","61","3500","BOS@MON","BOS","MON","O","Shoulder","","",""
"","","","","","","","","","","","","","40144-70325:Paul LaDue","40144-70325","D","Paul","Paul LaDue","LaDue","4.266666759144176","33","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-62157:Andrew Copp","40144-62157","W","Andrew","Andrew Copp","Copp","4.320000203450521","15","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-62158:Joakim Ryan","40144-62158","D","Joakim","Joakim Ryan","Ryan","4.479999923706055","5","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-23286:Ryan Murray","40144-23286","D","Ryan","Ryan Murray","Murray","9.2","10","3500","VGK@CBJ","CBJ","VGK","IR","Hand","","",""
"","","","","","","","","","","","","","40144-8956:Michael Stone","40144-8956","D","Michael","Michael Stone","Stone","7.800000190734863","4","3500","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-97024:Adam Boqvist","40144-97024","D","Adam","Adam Boqvist","Boqvist","10","2","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-8966:Trevor Lewis","40144-8966","W","Trevor","Trevor Lewis","Lewis","5.428571428571429","14","3500","LA@TOR","LA","TOR","","","","",""
