Entry ID,Contest Name,Contest ID,Entry Fee,F,F,F,F,F,F,,Instructions,,,,,,,,
1642499974,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Luke Jumeau (13492862),Robert Whittaker (13492854),Justin Tafa (13492859),Ji Yeon Kim (13492855),Megan Anderson (13492871),,,,,,,,,,
1642499975,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Nadia Kassem (13492856),Robert Whittaker (13492854),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499976,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Luke Jumeau (13492862),Israel Adesanya (13492853),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499977,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dhiego Lima (13492861),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499978,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Al Iaquinta (13492864),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dhiego Lima (13492861),Ji Yeon Kim (13492855),Jake Matthews (13492865),,,,,,,,,,
1642499979,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Nadia Kassem (13492856),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499980,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Al Iaquinta (13492864),Robert Whittaker (13492854),Khalid Taha (13492873),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499981,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dhiego Lima (13492861),Dan Hooker (13492863),Megan Anderson (13492871),,,,,,,,,,
1642499982,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Al Iaquinta (13492864),Yorgan De Castro (13492860),Dhiego Lima (13492861),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499983,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Bruno Silva (13492874),Nadia Kassem (13492856),Luke Jumeau (13492862),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499984,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Al Iaquinta (13492864),Dhiego Lima (13492861),Ji Yeon Kim (13492855),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499985,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Bruno Silva (13492874),Robert Whittaker (13492854),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499986,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Bruno Silva (13492874),Robert Whittaker (13492854),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499987,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Luke Jumeau (13492862),Robert Whittaker (13492854),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499988,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Bruno Silva (13492874),Luke Jumeau (13492862),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499989,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Jamie Mullarkey (13492870),Dhiego Lima (13492861),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499990,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Nadia Kassem (13492856),Yorgan De Castro (13492860),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499991,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dhiego Lima (13492861),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499992,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Al Iaquinta (13492864),Luke Jumeau (13492862),Robert Whittaker (13492854),Justin Tafa (13492859),Brad Riddell (13492869),Megan Anderson (13492871),,,,,,,,,,
1642499993,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Nadia Kassem (13492856),Yorgan De Castro (13492860),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
